selection_date,effective_date,instrument,rank,median_amount,mean_amount,valid_days,listing_trading_days,selection_reason,max_source_date
2024-03-29,2024-04-01,SH600276,54,1182975.875,1468543.25,250,5688,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002241,55,1131638.5,1450465.25,250,3856,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000938,56,1122740.5,1544920.75,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000651,57,1090022.75,1311455.0,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300002,58,1087352.9375,1377391.875,250,3504,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000725,59,1078707.9375,1171484.375,250,5627,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002281,60,1052374.40625,1397813.375,250,3548,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002459,61,1048120.375,1165001.5,250,3313,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH688012,62,1041883.0,1302200.125,250,1139,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300058,63,1031850.15625,1639212.75,250,3425,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601857,64,1028079.0625,1281904.375,250,3989,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600050,65,1007681.15625,1336850.75,250,5218,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002049,66,990845.03125,1483344.0,250,4577,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002415,67,989074.0,1243289.625,250,3362,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002236,68,980508.34375,1339437.875,250,3858,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600809,69,980062.09375,1119542.75,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002460,70,965465.21875,1118108.75,250,3313,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000001,71,939994.1875,1143753.375,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601728,72,933485.1875,1261624.75,250,631,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600941,73,933363.34375,1101128.875,250,541,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600418,74,931528.5625,1411746.875,250,5482,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300474,75,929356.75,1364434.125,250,1945,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601668,76,920067.0625,1182604.0,250,3565,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600887,77,903117.6875,991983.4375,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002156,78,903042.65625,1140473.375,250,4041,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600438,79,894125.9375,1023318.8125,250,4883,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300014,80,890667.6875,1057041.625,250,3504,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000002,81,883381.21875,1046001.375,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300212,82,879747.875,1135167.625,250,3138,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300760,83,874958.46875,1038456.25,250,1326,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600895,84,870973.65625,1429393.375,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601881,85,851518.59375,1036539.5,250,1745,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300459,86,846842.625,1468752.5,250,2160,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600536,87,843072.28125,1017018.125,250,5315,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600570,88,828822.71875,1003309.4375,250,4929,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300315,89,825028.34375,1229007.0,250,2891,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600048,90,813942.40625,916391.0,250,4296,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002517,91,803597.40625,923520.625,250,3236,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300015,92,799766.96875,891737.625,250,3504,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000100,93,797006.3125,910327.9375,250,4905,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH603501,94,791546.1875,1003660.9375,250,1680,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600028,95,784157.3125,875028.5625,250,5494,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002602,96,782823.0,1122989.125,250,3079,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600584,97,774130.0625,1089218.25,245,5064,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601390,98,771400.0625,1071938.0,250,3969,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601166,99,770136.78125,898077.8125,250,4169,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH603918,100,763519.28125,962739.625,250,2151,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600702,101,758660.875,855572.5625,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601988,102,758398.78125,898944.125,250,4314,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601688,103,757968.40625,985338.875,250,3425,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000021,104,757368.625,1158691.75,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601601,105,755858.375,915235.5,250,3953,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300229,106,755409.875,1303273.25,250,3110,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002714,107,753110.46875,866327.25,250,2474,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600309,108,747109.96875,819266.3125,250,5632,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601088,109,738207.75,832370.3125,250,4008,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002812,110,733442.9375,878813.8125,250,1830,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000158,111,725214.78125,1016839.5625,250,5745,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600031,112,713338.125,794780.375,250,5042,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002865,113,712389.375,854612.75,250,1686,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH603799,114,707938.78125,838824.8125,250,2229,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300570,115,707244.8125,817514.25,250,1778,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002292,116,706394.03125,939830.3125,250,3534,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600919,117,706108.375,827496.5,250,1861,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601099,118,701931.375,1451903.25,250,3950,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002142,119,698683.5625,827673.6875,250,4061,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000034,120,697566.40625,840913.0625,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300476,121,696880.84375,962134.375,250,2141,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ301205,122,696040.3125,760514.6875,250,374,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002738,123,695841.28125,802466.3125,250,2249,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600745,124,694913.875,956586.4375,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002558,125,694549.84375,882519.75,250,3181,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002654,126,690678.5,896026.1875,250,2946,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601689,127,690650.90625,779881.6875,250,2199,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002271,128,681727.4375,800067.125,250,3778,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002050,129,681420.0,823826.9375,250,4576,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600938,130,680925.90625,835805.375,250,472,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH603220,131,676028.0,1003138.375,250,1304,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300045,132,673861.46875,1348631.0,250,3447,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH605117,133,669284.3125,764266.375,250,715,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300122,134,668111.84375,761356.75,250,3281,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600522,135,667491.03125,988210.9375,250,5207,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300496,136,667362.53125,836044.75,250,2019,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300494,137,663730.03125,771203.0625,250,2004,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300678,138,659642.34375,939318.875,250,1621,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601225,139,658082.53125,722265.25,250,2474,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300896,140,649726.21875,744875.5,250,848,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002027,141,646343.125,741442.625,250,4777,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300759,142,644599.96875,753146.0,250,1254,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600732,143,638649.75,784217.375,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300620,144,636497.5625,837039.9375,250,1716,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH688008,145,634722.625,831135.75,250,1139,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601858,146,633322.0625,777988.4375,250,1748,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300017,147,633262.125,783525.0,250,3504,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601136,148,624807.375,985123.375,250,307,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601186,149,624691.125,870555.625,250,3906,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300763,150,622891.21875,707034.5,250,1223,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600188,151,614955.9375,712823.5,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300782,152,612529.28125,719066.625,250,1163,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601788,153,610063.9375,837902.75,250,3551,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300124,154,608915.875,682279.625,250,3281,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002400,155,600237.65625,778640.5625,250,3378,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600415,156,598867.375,990994.4375,250,5321,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000032,157,598604.28125,716363.25,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002222,158,596086.5625,804421.5625,250,3899,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000066,159,590879.375,754220.6875,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300223,160,588461.9375,875125.875,250,3120,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601919,161,586640.90625,704154.6875,250,4078,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600602,162,583650.21875,732947.3125,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300347,163,577916.9375,675742.625,250,2822,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH603108,164,577793.0625,742592.4375,250,2152,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601600,165,577594.5625,689983.875,250,4114,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300182,166,574424.28125,834838.875,250,3187,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000661,167,564679.6875,674664.6875,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600256,168,561543.6875,661397.8125,250,5786,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002624,169,561498.90625,880134.625,250,3019,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601698,170,560205.71875,847720.1875,250,1155,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600100,171,560187.21875,887993.1875,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002352,172,559268.65625,636819.75,250,3435,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300456,173,558151.9375,615296.125,250,2161,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601328,174,557516.71875,647905.375,250,4108,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000766,175,556349.875,685817.25,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600633,176,555672.875,655604.8125,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH603993,177,553793.875,687310.375,250,2790,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600089,178,553655.125,700196.5625,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002607,179,551610.96875,692668.125,250,3070,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH600690,180,549833.21875,616668.5625,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601995,181,542763.3125,760751.6875,250,829,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300548,182,539727.59375,657284.0625,250,1817,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002709,183,535985.90625,652027.5625,250,2477,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH688390,184,533350.59375,590673.25,250,864,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601059,185,532487.75,778257.375,250,284,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601939,186,532032.28125,605514.375,250,4013,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000338,187,531329.28125,618737.6875,250,4114,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH603888,188,527228.34375,662244.5625,250,1805,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300803,189,526051.0,812098.625,250,1060,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH603005,190,525845.40625,762819.875,250,2470,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002304,191,523948.875,586163.125,250,3499,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ300576,192,521400.765625,683687.3125,250,1768,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002174,193,518832.703125,777124.625,250,4013,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH603688,194,517750.71875,600150.25,250,2291,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601669,195,516969.328125,593911.875,250,3027,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000656,196,516708.109375,801224.375,240,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ000681,197,515956.625,794761.9375,250,5874,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002384,198,515174.578125,580481.375,250,3396,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SZ002605,199,513384.96875,584566.0,250,3073,top_median_amount,2024-03-29
2024-03-29,2024-04-01,SH601658,200,512637.375,611590.1875,250,1044,top_median_amount,2024-03-29
2024-04-30,2024-05-06,SZ300750,1,3894231.0,4343341.0,250,1430,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600519,2,3804142.5,4268283.5,250,5501,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300308,3,3778044.625,4160295.5,250,2932,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601127,4,3616879.0,3993621.25,250,1915,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000977,5,3538908.375,3995391.75,250,5797,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002230,6,2860529.875,3432044.25,250,3884,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300418,7,2785103.625,3443835.25,250,2255,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601138,8,2677288.0,3097572.0,250,1431,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000625,9,2629568.625,3121525.5,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300059,10,2619612.625,3353389.5,250,3430,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300502,11,2611038.5,2846211.25,250,1985,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601012,12,2561881.75,2908023.5,250,2931,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000063,13,2462170.625,2924465.0,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002594,14,2336399.375,2623129.0,250,3119,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000858,15,2254017.75,2603829.0,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601318,16,2173703.625,2536371.5,250,4176,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603019,17,2171088.5,3121433.75,250,2307,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300364,18,1889843.875,2209185.0,250,2255,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002229,19,1851599.25,2078280.375,250,3886,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ301236,20,1787345.125,1861209.625,250,517,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002475,21,1747636.3125,2023506.0,250,3307,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601888,22,1716034.75,1897579.25,250,3535,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000988,23,1689921.6875,2076281.875,250,5797,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002261,24,1625269.5625,2101098.0,250,3833,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600036,25,1623025.75,1848272.0,250,5358,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300274,26,1620792.5625,1874332.375,250,3036,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603259,27,1599505.6875,2340993.25,250,1454,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300394,28,1560951.5,1746620.375,250,2236,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600150,29,1538174.875,1872414.75,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002371,30,1524572.5,1670336.25,250,3433,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601899,31,1510769.25,1786829.875,250,3893,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603000,32,1499885.3125,1791449.75,250,2919,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603083,33,1496658.75,1897493.25,250,1571,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600030,34,1495167.125,2015782.5,250,5176,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH688256,35,1491859.8125,1700236.75,250,918,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002466,36,1398602.25,1648100.5,250,3318,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH688041,37,1373793.125,1567999.875,250,415,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000333,38,1313782.5625,1425311.625,250,2580,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000568,39,1267651.0,1377529.75,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601288,40,1267281.0,1367832.375,250,3351,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600900,41,1251599.3125,1393290.75,250,4969,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601398,42,1245001.125,1373495.5,250,4257,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002463,43,1236922.9375,1394598.5,250,3327,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603986,44,1200023.625,1399556.25,250,1869,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600276,45,1145150.75,1424202.0,250,5708,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH688111,46,1129714.1875,1327513.125,250,1080,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002281,47,1121135.0625,1445458.25,250,3568,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300339,48,1119023.625,1456339.0,250,2864,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH688981,49,1118364.6875,1552685.125,250,920,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300033,50,1116894.0625,1341583.0,250,3484,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000651,51,1108794.25,1318300.625,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600839,52,1103501.1875,1471001.125,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002129,53,1101311.875,1286144.375,250,4140,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002555,54,1089076.125,1381825.0,250,3201,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601857,55,1088705.5,1347180.625,250,4009,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000725,56,1086026.75,1181695.125,250,5647,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300624,57,1085984.25,1276816.5,250,1523,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000938,58,1077418.1875,1442353.125,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002241,59,1058689.0625,1226899.5,250,3876,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601360,60,1056422.875,1915869.5,250,2985,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002459,61,1014234.375,1155234.375,250,3333,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300002,62,1014188.5625,1248649.25,250,3524,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600050,63,973850.03125,1185931.5,250,5238,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600418,64,973556.0,1422908.0,250,5502,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH688012,65,970013.625,1140674.25,250,1159,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000001,66,968266.9375,1177432.75,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002415,67,956419.8125,1076019.625,250,3382,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600809,68,953897.25,1086840.25,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002460,69,941929.90625,1085294.75,250,3333,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002049,70,927469.3125,1186079.5,250,4597,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600887,71,910854.21875,1003238.375,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601668,72,898699.40625,1121184.0,250,3585,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000002,73,893106.15625,1071098.0,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002156,74,884552.96875,1064274.0,250,4061,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600941,75,882759.3125,985359.6875,250,561,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002236,76,881131.8125,1166901.5,250,3878,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601881,77,879890.46875,1060740.625,250,1765,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300760,78,878462.4375,1058576.375,250,1346,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300058,79,870027.53125,1438355.875,250,3445,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600438,80,839392.65625,967614.5625,250,4903,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002456,81,837541.625,1604011.375,250,3338,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300014,82,835272.125,985093.5625,250,3524,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ000100,83,828865.8125,978730.6875,250,4925,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601728,84,828068.0,988934.0,250,651,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600048,85,820020.75,933344.375,250,4316,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300474,86,815747.875,1116819.75,250,1965,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300045,87,807173.8125,1397328.125,250,3467,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601601,88,805340.21875,936660.25,250,3973,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300315,89,798390.75,1222837.25,250,2911,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300015,90,795135.21875,885999.0625,250,3524,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603220,91,784573.65625,1056817.875,250,1324,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601166,92,783596.15625,922998.25,250,4189,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600895,93,779169.90625,1354386.375,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600570,94,772529.03125,904039.1875,250,4949,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300212,95,771501.03125,937844.25,250,3158,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600028,96,769557.625,852399.3125,250,5514,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603501,97,767867.21875,893383.0625,250,1700,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601988,98,762694.125,909406.625,250,4334,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601088,99,762129.875,851369.125,250,4028,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601688,100,756061.5,984379.5,250,3445,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600309,101,755476.46875,842459.4375,250,5652,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600536,102,754760.84375,907144.3125,250,5335,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002517,103,752829.4375,868280.875,250,3256,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002714,104,748793.25,841269.3125,250,2494,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300459,105,747688.21875,1164804.75,250,2180,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600919,106,744925.5,900203.375,250,1881,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002050,107,741239.59375,856215.0625,250,4596,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600584,108,729741.625,938501.1875,245,5084,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601390,109,728518.03125,956723.3125,250,3989,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002812,110,727950.46875,858140.8125,250,1850,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600702,111,726491.6875,820237.625,250,5894,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601099,112,715949.59375,1502372.75,250,3970,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601136,113,715276.84375,1049824.125,250,327,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH603799,114,707938.78125,871523.875,250,2249,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002865,115,704345.65625,840877.5625,250,1706,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300570,116,704305.1875,812608.0,250,1798,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH600031,117,701570.375,816513.5,250,5062,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ002271,118,698629.46875,808339.875,250,3798,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SZ300476,119,696880.84375,954930.9375,250,2161,top_median_amount,2024-04-30
2024-04-30,2024-05-06,SH601689,120,693831.65625,782148.8125,250,2219,top_median_amount,2024-04-30
