signal_date,status,eligible_count,selected_count,turnover,execution_date,period_end_date,cost,period_net_return,period_universe_return,period_net_excess_return,avg_selected_liquidity_bucket,avg_selected_tradability_score
2022-05-05,executed,1084,100,0.9299999999999999,2022-05-06,2022-06-06,0.0009299999999999999,0.1273890323302167,0.1147526514254189,0.012123669818816296,3.62,100.0
2022-06-02,executed,1122,100,0.9,2022-06-06,2022-07-04,0.0009000000000000001,0.07490429280824351,0.05957515237298083,0.013156429816102433,4.05,100.0
2022-07-01,executed,1125,100,0.74,2022-07-04,2022-08-01,0.00074,-0.02059939710271641,-0.0008395094915880641,-0.02015774676694493,3.77,100.0
2022-07-29,executed,1134,100,0.76,2022-08-01,2022-08-29,0.00076,-0.00414900585609268,-0.005699531434254834,0.0007760030032983867,4.07,100.0
2022-08-26,executed,1134,100,0.84,2022-08-29,2022-09-27,0.00084,-0.0639881163896645,-0.07914976289043218,0.01586011921392716,3.88,100.0
2022-09-26,executed,1145,100,0.69,2022-09-27,2022-11-01,0.00069,0.015017983592537476,-0.013693463791860205,0.030115864855012164,3.86,100.0
2022-10-31,executed,1115,100,0.86,2022-11-01,2022-11-29,0.00086,0.10668288922885272,0.05729565038704476,0.0478278251493689,4.17,100.0
2022-11-28,executed,1148,100,0.85,2022-11-29,2022-12-27,0.00085,-0.026026420241751058,-0.030065460519826837,0.004261913014385277,4.08,100.0
2022-12-26,executed,1129,100,0.7,2022-12-27,2023-02-01,0.0007,0.09256721815030389,0.08203248300906285,0.009726493853188689,3.87,100.0
2023-01-31,executed,1134,100,0.86,2023-02-01,2023-03-01,0.00086,0.015520402700907043,0.015365301363685191,-0.00047457565031261417,4.11,100.0
2023-02-28,executed,1153,100,0.76,2023-03-01,2023-03-29,0.00076,-0.06408981738575215,-0.024780404966325054,-0.04052780692066971,4.05,100.0
2023-03-28,executed,1140,100,0.69,2023-03-29,2023-04-27,0.00069,-0.049471020303030855,-0.0314927315018122,-0.018975081585826614,3.86,100.0
2023-04-26,executed,1123,100,0.86,2023-04-27,2023-05-30,0.00086,-0.0038158424852184902,-7.699095040214488e-05,-0.0037935524017311817,3.71,100.0
2023-05-29,executed,1126,100,0.88,2023-05-30,2023-06-29,0.00088,0.011467596974278571,0.011288589620813028,6.173521390118175e-05,3.9,100.0
2023-06-28,executed,1125,100,0.84,2023-06-29,2023-07-27,0.00084,0.03240778837321989,-0.003704763231488384,0.036391006040313645,3.9,100.0
2023-07-26,executed,1121,100,0.91,2023-07-27,2023-08-24,0.00091,-0.06041950690228537,-0.047924965038733336,-0.012541176311250402,4.14,100.0
2023-08-23,executed,1131,100,0.69,2023-08-24,2023-09-21,0.00069,-0.013080170659992452,-0.010916139409202885,-0.0017003205431491697,4.2,100.0
2023-09-20,executed,1129,100,0.77,2023-09-21,2023-10-27,0.0007700000000000001,-0.012712066963261992,-0.0060642473562591,-0.005811759689406837,4.17,100.0
2023-10-26,executed,1121,100,0.75,2023-10-27,2023-11-24,0.00075,0.04570226743013084,0.0359911458579234,0.009799691247882825,4.08,100.0
2023-11-23,executed,1119,100,0.88,2023-11-24,2023-12-22,0.00088,-0.058925131788676866,-0.05811166185917882,-0.001387271328618378,4.13,100.0
2023-12-21,skipped_insufficient_future_dates,0,0,,,,,,,,,
