window,factor,exposure,mean_spearman_corr,abs_mean_spearman_corr,corr_dates
main_research_2021_2023,ret_20,liquidity_bucket,0.1691892543304249,0.1762076664135838,726
main_research_2021_2023,ret_20,volatility_bucket,0.21093975614276247,0.23193056023661374,726
main_research_2021_2023,ret_20,log_amount_mean_20,-0.007890196892810723,0.10302442076688913,726
main_research_2021_2023,ret_20,std_20,0.24221659008111052,0.25306148747108986,726
main_research_2021_2023,ret_20,amplitude_20,0.21795530100142743,0.23902555877250295,726
main_research_2021_2023,rev_5,liquidity_bucket,-0.11569230441996811,0.13083496655040386,726
main_research_2021_2023,rev_5,volatility_bucket,0.031443769324355296,0.1368986307482451,726
main_research_2021_2023,rev_5,log_amount_mean_20,0.14832392833694172,0.17133213601856506,726
main_research_2021_2023,rev_5,std_20,0.006906712860024195,0.13865784297528294,726
main_research_2021_2023,rev_5,amplitude_20,0.033095197971930536,0.14092481120700437,726
main_research_2021_2023,std_20,liquidity_bucket,0.28476079573811136,0.28476079573811136,726
main_research_2021_2023,std_20,volatility_bucket,0.8818070303672331,0.8818070303672331,726
main_research_2021_2023,std_20,log_amount_mean_20,0.3533780311152761,0.3533780311152761,726
main_research_2021_2023,std_20,amplitude_20,0.9031930253495328,0.9031930253495328,726
main_research_2021_2023,amplitude_20,liquidity_bucket,0.2769475219285872,0.2769475219285872,726
main_research_2021_2023,amplitude_20,volatility_bucket,0.9797960872235262,0.9797960872235262,726
main_research_2021_2023,amplitude_20,log_amount_mean_20,0.36489725933213163,0.36489725933213163,726
main_research_2021_2023,amplitude_20,std_20,0.9031930253495328,0.9031930253495328,726
main_research_2021_2023,amount_mean_20,liquidity_bucket,0.7817560760895305,0.7817560760895305,726
main_research_2021_2023,amount_mean_20,volatility_bucket,0.35557708887156214,0.35557708887156214,726
main_research_2021_2023,amount_mean_20,log_amount_mean_20,1.0,1.0,726
main_research_2021_2023,amount_mean_20,std_20,0.3533780311152761,0.3533780311152761,726
main_research_2021_2023,amount_mean_20,amplitude_20,0.36489725933213163,0.36489725933213163,726
recent_oos_2024_2026,ret_20,liquidity_bucket,0.21952472105442725,0.22195900539737282,586
recent_oos_2024_2026,ret_20,volatility_bucket,0.23628017617755423,0.3197720515535609,586
recent_oos_2024_2026,ret_20,log_amount_mean_20,0.05230417786176015,0.13115711581680534,586
recent_oos_2024_2026,ret_20,std_20,0.25896419315725194,0.339842769111209,586
recent_oos_2024_2026,ret_20,amplitude_20,0.24511174513432898,0.3288699140396015,586
recent_oos_2024_2026,rev_5,liquidity_bucket,-0.14449582644499692,0.15704576952431618,586
recent_oos_2024_2026,rev_5,volatility_bucket,0.0027381961601377503,0.18538085897728984,586
recent_oos_2024_2026,rev_5,log_amount_mean_20,0.12926497454162333,0.16287759841717683,586
recent_oos_2024_2026,rev_5,std_20,-0.006745754039379939,0.19616105533796224,586
recent_oos_2024_2026,rev_5,amplitude_20,0.003705738607799019,0.18921649478236724,586
recent_oos_2024_2026,std_20,liquidity_bucket,0.19457752829118438,0.21388609040924575,586
recent_oos_2024_2026,std_20,volatility_bucket,0.9004065825827913,0.9004065825827913,586
recent_oos_2024_2026,std_20,log_amount_mean_20,0.252260623501958,0.2747942615483798,586
recent_oos_2024_2026,std_20,amplitude_20,0.9208746243180624,0.9208746243180624,586
recent_oos_2024_2026,amplitude_20,liquidity_bucket,0.18267282203817084,0.1978655978581825,586
recent_oos_2024_2026,amplitude_20,volatility_bucket,0.979796107908092,0.979796107908092,586
recent_oos_2024_2026,amplitude_20,log_amount_mean_20,0.2524536070396117,0.2701135940500817,586
recent_oos_2024_2026,amplitude_20,std_20,0.9208746243180624,0.9208746243180624,586
recent_oos_2024_2026,amount_mean_20,liquidity_bucket,0.7764312017439083,0.7764312017439083,586
recent_oos_2024_2026,amount_mean_20,volatility_bucket,0.24640521005560287,0.26340082968822764,586
recent_oos_2024_2026,amount_mean_20,log_amount_mean_20,1.0,1.0,586
recent_oos_2024_2026,amount_mean_20,std_20,0.252260623501958,0.2747942615483798,586
recent_oos_2024_2026,amount_mean_20,amplitude_20,0.2524536070396117,0.2701135940500817,586
