window,sample,label,factor_a,factor_b,spearman_corr
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__cs_zscore,std_20__liquidity_volatility_residual,0.12310807185066214
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,ret_20__raw,0.8649290546974605
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,ret_20__volatility_bucket_zscore,0.9096971672340497
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,ret_20__liquidity_volatility_residual,0.8831967434815555
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__raw,-0.3627590129781247
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__cs_rank,-0.40659193597231
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__cs_zscore,-0.406188889656321
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__liquidity_bucket_zscore,-0.41325014180329395
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__volatility_bucket_zscore,-0.40971978468366343
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__amount_proxy_residual,-0.39074561263036234
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,rev_5__liquidity_volatility_residual,-0.3320474771109741
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__raw,0.19155249101096308
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__cs_rank,0.20226085388619713
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__cs_zscore,0.20207677910469493
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__liquidity_bucket_zscore,0.20810370404661654
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__volatility_bucket_zscore,0.11471038889355582
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__amount_proxy_residual,0.27688633216666786
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_bucket_zscore,std_20__liquidity_volatility_residual,0.13718538399212454
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__raw,-0.3963156405879481
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__cs_rank,-0.4461257629145065
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__cs_zscore,-0.4448165661934568
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__liquidity_bucket_zscore,-0.4342209673615111
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__volatility_bucket_zscore,-0.469719464771177
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__amount_proxy_residual,-0.429738221629544
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,rev_5__liquidity_volatility_residual,-0.3504273153303732
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__raw,0.0618591714718875
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__cs_rank,0.06278091419590977
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__cs_zscore,0.06234163115484197
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__liquidity_bucket_zscore,0.038137343883711504
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__volatility_bucket_zscore,0.12505421954982104
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__amount_proxy_residual,0.11529800854299405
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__volatility_bucket_zscore,std_20__liquidity_volatility_residual,0.13609882332578518
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__raw,0.8731584408541986
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__cs_rank,0.9732054928688804
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__cs_zscore,0.9722197773223868
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__liquidity_bucket_zscore,0.9665197593744628
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__volatility_bucket_zscore,0.9047329381666112
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,ret_20__liquidity_volatility_residual,0.874802145813491
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__raw,-0.3821632470564627
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__cs_rank,-0.42719295583504824
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__cs_zscore,-0.4260611687203937
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__liquidity_bucket_zscore,-0.41829769878873485
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__volatility_bucket_zscore,-0.4280687288087002
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__amount_proxy_residual,-0.4316784277931642
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,rev_5__liquidity_volatility_residual,-0.3310869978995089
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__raw,0.20519297393199354
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__cs_rank,0.22575538794683905
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__cs_zscore,0.2260725199041636
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__liquidity_bucket_zscore,0.2012824684093355
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__volatility_bucket_zscore,0.12346348115299575
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__amount_proxy_residual,0.28144205622178436
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__amount_proxy_residual,std_20__liquidity_volatility_residual,0.1315548763868892
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,ret_20__raw,0.7767716432006156
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,ret_20__volatility_bucket_zscore,0.8802324267344038
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__raw,-0.3048770524227353
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__cs_rank,-0.3372339773838499
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__cs_zscore,-0.33627288817290885
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__liquidity_bucket_zscore,-0.34640445869526465
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__volatility_bucket_zscore,-0.3393713031884209
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__amount_proxy_residual,-0.3344532792763509
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,rev_5__liquidity_volatility_residual,-0.3843056078258521
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__raw,0.007859251439077829
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__cs_rank,0.0012707165336229374
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__cs_zscore,0.0009114543750918226
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__liquidity_bucket_zscore,0.02273200664870349
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__volatility_bucket_zscore,0.12761505002707083
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__amount_proxy_residual,0.05117809940514853
main_research_2021_2023,tradable_only,label_20d_t1,ret_20__liquidity_volatility_residual,std_20__liquidity_volatility_residual,0.1951469061239245
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,rev_5__volatility_bucket_zscore,0.8368824237778322
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__raw,-0.008635225128037558
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__cs_rank,0.00165987167010725
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__cs_zscore,0.003543521157434145
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__liquidity_bucket_zscore,0.03593027095774367
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__volatility_bucket_zscore,-0.032223228489788695
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__amount_proxy_residual,-0.04928765474903092
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__raw,std_20__liquidity_volatility_residual,-0.032273297449016185
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__raw,0.878320340478373
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__cs_zscore,0.9987653023971075
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__liquidity_bucket_zscore,0.9771088674117276
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__volatility_bucket_zscore,0.9540816826924305
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,rev_5__liquidity_volatility_residual,0.8538403871392767
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__raw,0.00834229760453025
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__cs_rank,0.006760122421106518
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__cs_zscore,0.006131230606067387
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__liquidity_bucket_zscore,0.04239833651237777
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__volatility_bucket_zscore,-0.03315323043568608
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__amount_proxy_residual,-0.04865869572685442
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_rank,std_20__liquidity_volatility_residual,-0.03487817816907442
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,rev_5__raw,0.8809666203911678
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,rev_5__liquidity_bucket_zscore,0.9778532396601626
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,rev_5__volatility_bucket_zscore,0.9530789829167414
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,rev_5__liquidity_volatility_residual,0.85262931778093
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__raw,0.008263445751556159
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__cs_rank,0.0069226910932368635
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__cs_zscore,0.006392906630158553
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__liquidity_bucket_zscore,0.04264322388975337
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__volatility_bucket_zscore,-0.03311323793740711
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__amount_proxy_residual,-0.04852190112878234
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__cs_zscore,std_20__liquidity_volatility_residual,-0.0347602388618661
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,rev_5__raw,0.8609364736997552
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,rev_5__volatility_bucket_zscore,0.9374507379309435
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,rev_5__liquidity_volatility_residual,0.865275862770854
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__raw,0.035167495421364096
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__cs_rank,0.03685322100742177
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__cs_zscore,0.036339906497952726
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__liquidity_bucket_zscore,0.04339993974840874
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__volatility_bucket_zscore,-0.023939416305936146
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__amount_proxy_residual,-0.051184487452663636
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_bucket_zscore,std_20__liquidity_volatility_residual,-0.046548555518256374
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__raw,-0.026561039962560793
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__cs_rank,-0.02995770393311365
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__cs_zscore,-0.030040345739343846
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__liquidity_bucket_zscore,0.005446546924424668
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__volatility_bucket_zscore,-0.03838915289294885
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__amount_proxy_residual,-0.08630911044347353
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__volatility_bucket_zscore,std_20__liquidity_volatility_residual,-0.0408254903648657
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__raw,0.8526060721845546
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__cs_rank,0.9664165829152401
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__cs_zscore,0.9652001977481656
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__liquidity_bucket_zscore,0.9468629896800809
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__volatility_bucket_zscore,0.924131897360564
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,rev_5__liquidity_volatility_residual,0.8719775166103241
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,std_20__raw,-0.020182025792414224
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,std_20__cs_rank,-0.03234324191706961
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,std_20__cs_zscore,-0.03362879001613776
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,std_20__liquidity_bucket_zscore,0.029953051384222665
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,std_20__volatility_bucket_zscore,-0.04662326706597118
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,std_20__amount_proxy_residual,-0.041593129342416685
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__amount_proxy_residual,std_20__liquidity_volatility_residual,-0.021207117138383053
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_volatility_residual,rev_5__raw,0.76080507840763
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_volatility_residual,rev_5__volatility_bucket_zscore,0.8415245106439906
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_volatility_residual,std_20__raw,0.0023694458155116846
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_volatility_residual,std_20__cs_rank,5.34713011093032e-05
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_volatility_residual,std_20__cs_zscore,-0.0005315677488758252
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_volatility_residual,std_20__liquidity_bucket_zscore,-0.014735525005051157
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_volatility_residual,std_20__volatility_bucket_zscore,-0.052559195263983664
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_volatility_residual,std_20__amount_proxy_residual,-0.018628047420070543
main_research_2021_2023,tradable_only,label_20d_t1,rev_5__liquidity_volatility_residual,std_20__liquidity_volatility_residual,-0.05459978248718857
main_research_2021_2023,tradable_only,label_20d_t1,std_20__raw,std_20__volatility_bucket_zscore,0.42602502820050037
main_research_2021_2023,tradable_only,label_20d_t1,std_20__cs_rank,std_20__raw,0.904822514781207
main_research_2021_2023,tradable_only,label_20d_t1,std_20__cs_rank,std_20__cs_zscore,0.9985769420972757
main_research_2021_2023,tradable_only,label_20d_t1,std_20__cs_rank,std_20__liquidity_bucket_zscore,0.9437411382679594
main_research_2021_2023,tradable_only,label_20d_t1,std_20__cs_rank,std_20__volatility_bucket_zscore,0.46697804519951447
main_research_2021_2023,tradable_only,label_20d_t1,std_20__cs_rank,std_20__liquidity_volatility_residual,0.27264359839604285
main_research_2021_2023,tradable_only,label_20d_t1,std_20__cs_zscore,std_20__raw,0.8950891383310275
main_research_2021_2023,tradable_only,label_20d_t1,std_20__cs_zscore,std_20__liquidity_bucket_zscore,0.9439927511441611
main_research_2021_2023,tradable_only,label_20d_t1,std_20__cs_zscore,std_20__volatility_bucket_zscore,0.4645979416233745
main_research_2021_2023,tradable_only,label_20d_t1,std_20__cs_zscore,std_20__liquidity_volatility_residual,0.27186663011567747
main_research_2021_2023,tradable_only,label_20d_t1,std_20__liquidity_bucket_zscore,std_20__raw,0.8466696540142878
main_research_2021_2023,tradable_only,label_20d_t1,std_20__liquidity_bucket_zscore,std_20__volatility_bucket_zscore,0.4560604749227988
main_research_2021_2023,tradable_only,label_20d_t1,std_20__liquidity_bucket_zscore,std_20__liquidity_volatility_residual,0.31391552854037197
main_research_2021_2023,tradable_only,label_20d_t1,std_20__amount_proxy_residual,std_20__raw,0.826952620328688
main_research_2021_2023,tradable_only,label_20d_t1,std_20__amount_proxy_residual,std_20__cs_rank,0.9033759489523271
main_research_2021_2023,tradable_only,label_20d_t1,std_20__amount_proxy_residual,std_20__cs_zscore,0.9027893286333476
main_research_2021_2023,tradable_only,label_20d_t1,std_20__amount_proxy_residual,std_20__liquidity_bucket_zscore,0.9459019307268686
main_research_2021_2023,tradable_only,label_20d_t1,std_20__amount_proxy_residual,std_20__volatility_bucket_zscore,0.45110650064860247
main_research_2021_2023,tradable_only,label_20d_t1,std_20__amount_proxy_residual,std_20__liquidity_volatility_residual,0.369764917905928
main_research_2021_2023,tradable_only,label_20d_t1,std_20__liquidity_volatility_residual,std_20__raw,0.28066798788621217
main_research_2021_2023,tradable_only,label_20d_t1,std_20__liquidity_volatility_residual,std_20__volatility_bucket_zscore,0.8783879817096696
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,ret_20__raw,0.17060209438338433
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,ret_20__cs_rank,0.20159247460742014
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,ret_20__cs_zscore,0.20107374072616357
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,ret_20__liquidity_bucket_zscore,0.16636760941561443
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,ret_20__volatility_bucket_zscore,0.02138138236428651
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,ret_20__amount_proxy_residual,0.17845600957075206
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,ret_20__liquidity_volatility_residual,-0.0365486668135357
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,rev_5__raw,0.014161808522760146
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,rev_5__cs_rank,0.030469399054959566
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,rev_5__cs_zscore,0.03021297296661968
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,rev_5__liquidity_bucket_zscore,0.056148910365822556
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,rev_5__volatility_bucket_zscore,-0.005016107307523647
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,rev_5__amount_proxy_residual,0.0036953579747294784
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,rev_5__liquidity_volatility_residual,0.030413398845647293
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,std_20__raw,0.9209555320073716
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,std_20__cs_rank,0.8107221696984015
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,std_20__cs_zscore,0.7994742487078064
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,std_20__liquidity_bucket_zscore,0.7529347123808484
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,std_20__volatility_bucket_zscore,0.1310348977092386
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,std_20__amount_proxy_residual,0.729442364745721
main_research_2021_2023,tradable_only,label_20d_t1,amplitude_20__raw,std_20__liquidity_volatility_residual,0.003733413100801847
