split_id,method,factor,factor_column,cluster_id,direction,raw_weight,weight
split_001,equal_directional_zscore,alpha158_KMID,alpha158_KMID,cluster_001,-1,1.0,0.0625
split_001,equal_directional_zscore,alpha158_QTLD5,alpha158_QTLD5,cluster_002,1,1.0,0.0625
split_001,equal_directional_zscore,kunquant_alpha101_alpha035,kunquant_alpha101_alpha035,cluster_003,-1,1.0,0.0625
split_001,equal_directional_zscore,ta_volume_em,ta_volume_em,cluster_004,-1,1.0,0.0625
split_001,equal_directional_zscore,ta_trend_psar_up_indicator,ta_trend_psar_up_indicator,cluster_005,-1,1.0,0.0625
split_001,equal_directional_zscore,alpha360_VOLUME35,alpha360_VOLUME35,cluster_006,1,1.0,0.0625
split_001,equal_directional_zscore,alpha158_VMA60,alpha158_VMA60,cluster_007,1,1.0,0.0625
split_001,equal_directional_zscore,alpha360_VOLUME14,alpha360_VOLUME14,cluster_008,1,1.0,0.0625
split_001,equal_directional_zscore,alpha158_CNTP5,alpha158_CNTP5,cluster_009,-1,1.0,0.0625
split_001,equal_directional_zscore,alpha360_CLOSE7,alpha360_CLOSE7,cluster_010,1,1.0,0.0625
split_001,equal_directional_zscore,alpha158_IMAX10,alpha158_IMAX10,cluster_011,-1,1.0,0.0625
split_001,equal_directional_zscore,ta_volatility_bbhi,ta_volatility_bbhi,cluster_012,-1,1.0,0.0625
split_001,equal_directional_zscore,alpha158_CORD30,alpha158_CORD30,cluster_013,-1,1.0,0.0625
split_001,equal_directional_zscore,kunquant_alpha101_alpha045,kunquant_alpha101_alpha045,cluster_014,1,1.0,0.0625
split_001,equal_directional_zscore,ta_trend_dpo,ta_trend_dpo,cluster_015,1,1.0,0.0625
split_001,equal_directional_zscore,kunquant_alpha101_alpha029,kunquant_alpha101_alpha029,cluster_016,1,1.0,0.0625
split_001,cluster_equal,alpha158_KMID,alpha158_KMID,cluster_001,-1,1.0,0.0625
split_001,cluster_equal,alpha158_QTLD5,alpha158_QTLD5,cluster_002,1,1.0,0.0625
split_001,cluster_equal,kunquant_alpha101_alpha035,kunquant_alpha101_alpha035,cluster_003,-1,1.0,0.0625
split_001,cluster_equal,ta_volume_em,ta_volume_em,cluster_004,-1,1.0,0.0625
split_001,cluster_equal,ta_trend_psar_up_indicator,ta_trend_psar_up_indicator,cluster_005,-1,1.0,0.0625
split_001,cluster_equal,alpha360_VOLUME35,alpha360_VOLUME35,cluster_006,1,1.0,0.0625
split_001,cluster_equal,alpha158_VMA60,alpha158_VMA60,cluster_007,1,1.0,0.0625
split_001,cluster_equal,alpha360_VOLUME14,alpha360_VOLUME14,cluster_008,1,1.0,0.0625
split_001,cluster_equal,alpha158_CNTP5,alpha158_CNTP5,cluster_009,-1,1.0,0.0625
split_001,cluster_equal,alpha360_CLOSE7,alpha360_CLOSE7,cluster_010,1,1.0,0.0625
split_001,cluster_equal,alpha158_IMAX10,alpha158_IMAX10,cluster_011,-1,1.0,0.0625
split_001,cluster_equal,ta_volatility_bbhi,ta_volatility_bbhi,cluster_012,-1,1.0,0.0625
split_001,cluster_equal,alpha158_CORD30,alpha158_CORD30,cluster_013,-1,1.0,0.0625
split_001,cluster_equal,kunquant_alpha101_alpha045,kunquant_alpha101_alpha045,cluster_014,1,1.0,0.0625
split_001,cluster_equal,ta_trend_dpo,ta_trend_dpo,cluster_015,1,1.0,0.0625
split_001,cluster_equal,kunquant_alpha101_alpha029,kunquant_alpha101_alpha029,cluster_016,1,1.0,0.0625
split_001,stability_weight,alpha158_KMID,alpha158_KMID,cluster_001,-1,0.9932491750673569,0.06272854486033928
split_001,stability_weight,alpha158_QTLD5,alpha158_QTLD5,cluster_002,1,0.9962453277060019,0.06291776655809597
split_001,stability_weight,kunquant_alpha101_alpha035,kunquant_alpha101_alpha035,cluster_003,-1,0.9958871897333436,0.06289514839293861
split_001,stability_weight,ta_volume_em,ta_volume_em,cluster_004,-1,0.9664591913662546,0.06103662632007129
split_001,stability_weight,ta_trend_psar_up_indicator,ta_trend_psar_up_indicator,cluster_005,-1,0.9887438876912562,0.06244401392049603
split_001,stability_weight,alpha360_VOLUME35,alpha360_VOLUME35,cluster_006,1,0.9958871897333436,0.06289514839293861
split_001,stability_weight,alpha158_VMA60,alpha158_VMA60,cluster_007,1,0.9958871897333436,0.06289514839293861
split_001,stability_weight,alpha360_VOLUME14,alpha360_VOLUME14,cluster_008,1,0.9793166214829658,0.06184863593670158
split_001,stability_weight,alpha158_CNTP5,alpha158_CNTP5,cluster_009,-1,0.9664591913662546,0.06103662632007129
split_001,stability_weight,alpha360_CLOSE7,alpha360_CLOSE7,cluster_010,1,0.9945516440081658,0.0628108021462587
split_001,stability_weight,alpha158_IMAX10,alpha158_IMAX10,cluster_011,-1,0.9887438876912562,0.06244401392049603
split_001,stability_weight,ta_volatility_bbhi,ta_volatility_bbhi,cluster_012,-1,0.9962453277060019,0.06291776655809597
split_001,stability_weight,alpha158_CORD30,alpha158_CORD30,cluster_013,-1,0.9962453277060019,0.06291776655809597
split_001,stability_weight,kunquant_alpha101_alpha045,kunquant_alpha101_alpha045,cluster_014,1,0.9962453277060019,0.06291776655809597
split_001,stability_weight,ta_trend_dpo,ta_trend_dpo,cluster_015,1,0.9876742110348669,0.06237645860627005
split_001,stability_weight,kunquant_alpha101_alpha029,kunquant_alpha101_alpha029,cluster_016,1,0.9962453277060019,0.06291776655809597
split_002,equal_directional_zscore,alpha158_KMID,alpha158_KMID,cluster_001,-1,1.0,0.06666666666666668
split_002,equal_directional_zscore,alpha158_QTLD5,alpha158_QTLD5,cluster_002,1,1.0,0.06666666666666668
split_002,equal_directional_zscore,kunquant_alpha101_alpha035,kunquant_alpha101_alpha035,cluster_003,-1,1.0,0.06666666666666668
split_002,equal_directional_zscore,ta_volume_em,ta_volume_em,cluster_004,-1,1.0,0.06666666666666668
split_002,equal_directional_zscore,ta_trend_psar_up_indicator,ta_trend_psar_up_indicator,cluster_005,-1,1.0,0.06666666666666668
split_002,equal_directional_zscore,alpha360_VOLUME35,alpha360_VOLUME35,cluster_006,1,1.0,0.06666666666666668
split_002,equal_directional_zscore,alpha158_VMA60,alpha158_VMA60,cluster_007,1,1.0,0.06666666666666668
split_002,equal_directional_zscore,alpha360_VOLUME14,alpha360_VOLUME14,cluster_008,1,1.0,0.06666666666666668
split_002,equal_directional_zscore,alpha158_CNTP5,alpha158_CNTP5,cluster_009,-1,1.0,0.06666666666666668
split_002,equal_directional_zscore,alpha360_CLOSE7,alpha360_CLOSE7,cluster_010,1,1.0,0.06666666666666668
split_002,equal_directional_zscore,alpha158_IMAX10,alpha158_IMAX10,cluster_011,-1,1.0,0.06666666666666668
split_002,equal_directional_zscore,ta_volatility_bbhi,ta_volatility_bbhi,cluster_012,-1,1.0,0.06666666666666668
split_002,equal_directional_zscore,kunquant_alpha101_alpha045,kunquant_alpha101_alpha045,cluster_014,1,1.0,0.06666666666666668
split_002,equal_directional_zscore,ta_trend_dpo,ta_trend_dpo,cluster_015,1,1.0,0.06666666666666668
split_002,equal_directional_zscore,kunquant_alpha101_alpha029,kunquant_alpha101_alpha029,cluster_016,1,1.0,0.06666666666666668
split_002,cluster_equal,alpha158_KMID,alpha158_KMID,cluster_001,-1,1.0,0.06666666666666668
split_002,cluster_equal,alpha158_QTLD5,alpha158_QTLD5,cluster_002,1,1.0,0.06666666666666668
split_002,cluster_equal,kunquant_alpha101_alpha035,kunquant_alpha101_alpha035,cluster_003,-1,1.0,0.06666666666666668
split_002,cluster_equal,ta_volume_em,ta_volume_em,cluster_004,-1,1.0,0.06666666666666668
split_002,cluster_equal,ta_trend_psar_up_indicator,ta_trend_psar_up_indicator,cluster_005,-1,1.0,0.06666666666666668
split_002,cluster_equal,alpha360_VOLUME35,alpha360_VOLUME35,cluster_006,1,1.0,0.06666666666666668
split_002,cluster_equal,alpha158_VMA60,alpha158_VMA60,cluster_007,1,1.0,0.06666666666666668
split_002,cluster_equal,alpha360_VOLUME14,alpha360_VOLUME14,cluster_008,1,1.0,0.06666666666666668
split_002,cluster_equal,alpha158_CNTP5,alpha158_CNTP5,cluster_009,-1,1.0,0.06666666666666668
split_002,cluster_equal,alpha360_CLOSE7,alpha360_CLOSE7,cluster_010,1,1.0,0.06666666666666668
split_002,cluster_equal,alpha158_IMAX10,alpha158_IMAX10,cluster_011,-1,1.0,0.06666666666666668
split_002,cluster_equal,ta_volatility_bbhi,ta_volatility_bbhi,cluster_012,-1,1.0,0.06666666666666668
split_002,cluster_equal,kunquant_alpha101_alpha045,kunquant_alpha101_alpha045,cluster_014,1,1.0,0.06666666666666668
split_002,cluster_equal,ta_trend_dpo,ta_trend_dpo,cluster_015,1,1.0,0.06666666666666668
split_002,cluster_equal,kunquant_alpha101_alpha029,kunquant_alpha101_alpha029,cluster_016,1,1.0,0.06666666666666668
split_002,stability_weight,alpha158_KMID,alpha158_KMID,cluster_001,-1,0.9873788925172324,0.066413142285305
split_002,stability_weight,alpha158_QTLD5,alpha158_QTLD5,cluster_002,1,0.9967697657389692,0.06704479180119495
split_002,stability_weight,kunquant_alpha101_alpha035,kunquant_alpha101_alpha035,cluster_003,-1,0.9961613770844541,0.06700387032456294
split_002,stability_weight,ta_volume_em,ta_volume_em,cluster_004,-1,0.9776485379100027,0.06575865855072877
split_002,stability_weight,ta_trend_psar_up_indicator,ta_trend_psar_up_indicator,cluster_005,-1,0.9913062022477764,0.06667730124384635
split_002,stability_weight,alpha360_VOLUME35,alpha360_VOLUME35,cluster_006,1,0.9955395241172773,0.06696204321047064
split_002,stability_weight,alpha158_VMA60,alpha158_VMA60,cluster_007,1,0.9965906967526401,0.0670327472515716
split_002,stability_weight,alpha360_VOLUME14,alpha360_VOLUME14,cluster_008,1,0.9785845891414455,0.06582161928858864
split_002,stability_weight,alpha158_CNTP5,alpha158_CNTP5,cluster_009,-1,0.9776485379100027,0.06575865855072877
split_002,stability_weight,alpha360_CLOSE7,alpha360_CLOSE7,cluster_010,1,0.9959229238900512,0.06698783147053408
split_002,stability_weight,alpha158_IMAX10,alpha158_IMAX10,cluster_011,-1,0.9913062022477764,0.06667730124384635
split_002,stability_weight,ta_volatility_bbhi,ta_volatility_bbhi,cluster_012,-1,0.9967697657389692,0.06704479180119495
split_002,stability_weight,kunquant_alpha101_alpha045,kunquant_alpha101_alpha045,cluster_014,1,0.9967697657389692,0.06704479180119495
split_002,stability_weight,ta_trend_dpo,ta_trend_dpo,cluster_015,1,0.9920548877352157,0.066727659375037
split_002,stability_weight,kunquant_alpha101_alpha029,kunquant_alpha101_alpha029,cluster_016,1,0.9967697657389692,0.06704479180119495
split_003,equal_directional_zscore,alpha158_KMID,alpha158_KMID,cluster_001,-1,1.0,0.07142857142857144
split_003,equal_directional_zscore,alpha158_QTLD5,alpha158_QTLD5,cluster_002,1,1.0,0.07142857142857144
split_003,equal_directional_zscore,kunquant_alpha101_alpha035,kunquant_alpha101_alpha035,cluster_003,-1,1.0,0.07142857142857144
split_003,equal_directional_zscore,alpha360_VOLUME35,alpha360_VOLUME35,cluster_006,1,1.0,0.07142857142857144
split_003,equal_directional_zscore,alpha158_VMA60,alpha158_VMA60,cluster_007,1,1.0,0.07142857142857144
split_003,equal_directional_zscore,alpha360_VOLUME14,alpha360_VOLUME14,cluster_008,1,1.0,0.07142857142857144
split_003,equal_directional_zscore,alpha158_CNTP5,alpha158_CNTP5,cluster_009,-1,1.0,0.07142857142857144
split_003,equal_directional_zscore,alpha360_CLOSE7,alpha360_CLOSE7,cluster_010,1,1.0,0.07142857142857144
split_003,equal_directional_zscore,alpha158_IMAX10,alpha158_IMAX10,cluster_011,-1,1.0,0.07142857142857144
split_003,equal_directional_zscore,ta_volatility_bbhi,ta_volatility_bbhi,cluster_012,-1,1.0,0.07142857142857144
split_003,equal_directional_zscore,alpha158_CORD30,alpha158_CORD30,cluster_013,-1,1.0,0.07142857142857144
split_003,equal_directional_zscore,kunquant_alpha101_alpha045,kunquant_alpha101_alpha045,cluster_014,1,1.0,0.07142857142857144
split_003,equal_directional_zscore,ta_trend_dpo,ta_trend_dpo,cluster_015,1,1.0,0.07142857142857144
split_003,equal_directional_zscore,kunquant_alpha101_alpha029,kunquant_alpha101_alpha029,cluster_016,1,1.0,0.07142857142857144
split_003,cluster_equal,alpha158_KMID,alpha158_KMID,cluster_001,-1,1.0,0.07142857142857144
split_003,cluster_equal,alpha158_QTLD5,alpha158_QTLD5,cluster_002,1,1.0,0.07142857142857144
split_003,cluster_equal,kunquant_alpha101_alpha035,kunquant_alpha101_alpha035,cluster_003,-1,1.0,0.07142857142857144
