outer_split_id,factor,cluster_id,window_count,eligible_window_count,selected_window_count,selection_frequency,frozen_direction,direction_agreement_ratio,direction_adjusted_positive_window_ratio,median_train_ic,median_validation_ic,median_development_degradation,worst_development_degradation,upstream_fdr_pass,upstream_fdr_q_value,coverage_min,coverage_median,stability_role,role_reason,representative_score,exclusion_reason
split_001,kunquant_alpha101_alpha083,cluster_001,3,3,3,1.0,1,1.0,1.0,0.0794156811766506,0.1035720441974954,0.0192193302322173,-0.009796129229084,True,0.0031825317539603,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.009796129229084058;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha158_STD10,cluster_003,3,3,3,1.0,-1,1.0,1.0,-0.0560468049973331,-0.1943194009470715,0.1365340779284072,-0.0006362979100984,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.000636297910098442;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha158_STD20,cluster_003,3,3,3,1.0,-1,1.0,1.0,-0.0503394433770836,-0.2285961382219499,0.1758110293883785,-0.0177549447692226,True,0.0250624375624375,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.017754944769222646;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha158_STD5,cluster_003,3,3,3,1.0,-1,1.0,1.0,-0.0564257141850151,-0.1896895449894632,0.1320480847106225,0.0165244153595617,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.016524415359561763;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,amplitude_20,cluster_003,3,3,3,1.0,-1,1.0,1.0,-0.0975932122741984,-0.3119734249382804,0.214380212664082,0.0136493858297216,True,0.0031825317539603,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.013649385829721666;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,downside_std_20,cluster_003,3,3,3,1.0,-1,1.0,1.0,-0.0518619479497849,-0.2377897190510275,0.1839670881990437,0.0135218342384028,True,0.0135168202583932,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.013521834238402898;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,kunquant_alpha101_alpha088,cluster_003,3,3,3,1.0,1,1.0,1.0,0.0800919155798777,0.222491322866891,0.1358019758299884,0.0529475921338062,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05294759213380623;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,std_20,cluster_003,3,3,3,1.0,-1,1.0,1.0,-0.0857449195156384,-0.3064943921008499,0.2207494725852114,0.026472539415059,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.026472539415059004;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,ta_volatility_bbw,cluster_003,3,3,3,1.0,-1,1.0,1.0,-0.054591438888641,-0.2325258238168113,0.1749235780604894,-0.0134484202281915,True,0.0121791647987547,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.013448420228191586;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,ta_volatility_dcw,cluster_003,3,3,3,1.0,-1,1.0,1.0,-0.0666628230403966,-0.2680582786203723,0.1993343243329452,0.0046616609357432,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.004661660935743231;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,ta_volatility_kcw,cluster_003,3,3,3,1.0,-1,1.0,1.0,-0.0949685428985772,-0.2852807861611189,0.1881136749592704,0.0278352784766807,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.0278352784766807;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_HIGH0,cluster_004,3,3,3,1.0,-1,1.0,1.0,-0.0376381022993517,-0.109197250803225,0.0688911809500715,-0.0071169889397775,True,0.0109051787373465,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.007116988939777559;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,kunquant_alpha101_alpha045,cluster_008,3,3,3,1.0,1,1.0,1.0,0.0101975776446139,0.0294612428145046,0.0188528510978092,0.0040764315412344,True,0.0031825317539603,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.004076431541234471;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,kunquant_alpha101_alpha044,cluster_011,3,3,3,1.0,1,1.0,1.0,0.0234189551752864,0.0833203592288878,0.0611031190638323,0.0548459292712074,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05484592927120746;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,kunquant_alpha101_alpha015,cluster_012,3,3,3,1.0,1,1.0,1.0,0.0170145597761781,0.0862444373802001,0.0692298776040219,0.0408695833066176,True,0.0263450242703354,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.04086958330661766;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,kunquant_alpha101_alpha016,cluster_012,3,3,3,1.0,1,1.0,1.0,0.0281472767834993,0.1253240220412587,0.0971767452577594,0.0425363205574303,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.042536320557430306;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,kunquant_alpha101_alpha040,cluster_015,3,3,3,1.0,1,1.0,1.0,0.056085860980049,0.1309796889061615,0.0748938279261124,-0.0049806527810465,True,0.0031825317539603,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.004980652781046535;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha158_MA10,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0213001331114336,0.0792365237746357,0.0483060993427017,0.0283058609712694,True,0.0250624375624375,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.02830586097126949;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha158_QTLD10,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0334970908194191,0.102708056108291,0.0692109652888718,0.0572193117135785,True,0.0055386602347928,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05721931171357855;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha158_QTLD5,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0245533748467431,0.070065014289489,0.0465183902563431,0.0309479237605987,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.030947923760598763;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha158_ROC5,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0170884888505652,0.0705725122540065,0.0460673413140568,0.0183136484175473,True,0.0418524723808481,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.01831364841754732;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_CLOSE4,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0155671457764628,0.0610050960218398,0.0388549645829834,0.0066359327306789,True,0.0407840191304758,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.006635932730678917;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_CLOSE5,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0170884888505652,0.0705725122540065,0.0460673413140568,0.0183136484175473,True,0.0383794423398383,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.01831364841754732;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_CLOSE6,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0194173859386774,0.078386901477949,0.0502538497332634,0.0299933684800562,True,0.0288785288785288,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.029993368480056258;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_LOW2,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0292865354720212,0.0691702952785101,0.0421653802300032,0.0375948217328317,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.03759482173283171;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_LOW3,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0294232755211074,0.0785067930176671,0.0516469668039442,0.0433892444083818,True,0.0042033438259853,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.04338924440838188;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_LOW4,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0297944914570178,0.0866245322616537,0.0595577578926154,0.0489126989024781,True,0.0031825317539603,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.048912698902478166;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_LOW5,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0303635084464852,0.0906141844841817,0.0623717652421104,0.0564406188901302,True,0.0031825317539603,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05644061889013027;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_LOW6,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0326989181065716,0.101902314148521,0.0713401950093077,0.062269741605267,True,0.0055386602347928,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.06226974160526705;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
split_001,alpha360_OPEN2,cluster_019,3,3,3,1.0,1,1.0,1.0,0.0149731490320193,0.0532101760545403,0.032368377546461,-0.0009526988709751,True,0.0200356388793219,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=-0.000952698870975148;upstream_fdr_pass=True,1.0,redundant_with_cluster_representative
