event_id,asset_id,record_date,ex_date,implementation_known_date,status,source_row_ids,source_rows,implemented_rows,ignored_nonimplemented_rows,conflicts,missing,gross_cash_per_share,bonus_per_share,pay_date,listable_date,corroborated_cash_missing_rows,source_instruments
a322c40f86b2a1553d11fa66,SH600010,20170526,20170531,20170523,unresolved,"[""349f9162b7271e1559ce523fa15f1fe85a41a81814b473722cce24d1f8fbff6d:8""]",1,1,0,,cash_div_tax,,0.4,,20170601,0,SH600010
31b3bbca2c1f3c33c493e99e,SH600022,20170607,20170608,20170601,unresolved,"[""540e028207791d908834e15654a8ed8d17c78819a0d2797aac92459669a374b1:39""]",1,1,0,,cash_div_tax,,0.3,,20170609,0,SH600022
d810d010dd461d5af475c7e7,SH600069,20180525,20180528,20180522,unresolved,"[""ebb748167f2c094f1973b52c503dde88f4606afaf150dc17b9ccdd1832cea0cf:9""]",1,1,0,,cash_div_tax,,0.3,,20180529,0,SH600069
e40e8b3e2e877193c1b281fb,SH600086,20151021,20151022,20151017,unresolved,"[""8dfef5f9567c6d0b6255e2ffd71309b9469b6449fd824a5f041f687e6e1a78e8:2""]",1,1,0,,cash_div_tax,,2.0,,20151023,0,SH600086
42db0d590135fc7ef4d97d9c,SH600103,20190531,20190603,20190524,unresolved,"[""1d393a462cbeaccde2abdd7ea913025a530f2930c62e9501a434115c1ec7bf7c:36""]",1,1,0,,cash_div_tax,,0.3,,20190604,0,SH600103
9f9a652bc30663e33bea1a26,SH600117,20231130,20231201,20231127,unresolved,"[""8a9f140863287d3e105d1a7604f16d5a9a219ec93f391f07f706b63c6a412be5:0""]",1,1,0,,cash_div_tax,,2.11459,,20231201,0,SH600117
46b92e8d3544ff0d7f3906c5,SH600120,20191016,20191017,20191011,unresolved,"[""cbcad6f55f385ab86d8121e1fcf4d831843e100318a2a1eba12ea4389d40e85e:0""]",1,1,0,,cash_div_tax,,0.4,,20191018,0,SH600120
9c97c09f5b5d4e1840beb909,SH600126,20180713,20180716,20180710,unresolved,"[""3533265c6d67ee18f183c6907c64a90ef49cbc0897b4ab16ce9647e128f8558e:13""]",1,1,0,,cash_div_tax,,0.3,,20180717,0,SH600126
28ce87bca29d22c5c436b736,SH600136,20160511,20160512,20160506,unresolved,"[""55178c04cb3329f00e26d1e05988eefbe6c3298d3b3da1295989dd82f5ab132d:22""]",1,1,0,,cash_div_tax,,1.0,,20160513,0,SH600136
f1a8cbc641b06a1bad934912,SH600136,20231220,20231221,20231215,unresolved,"[""a322cfed31b69bb5a8309cfd7cb3250f2fbc49c62e694ebbb900470d6eb873c2:0""]",1,1,0,,cash_div_tax,,2.5,,20231221,0,SH600136
8526da928c692cf5f4ba06a6,SH600145,20151207,20160318,20160317,unresolved,"[""576916a7de401a61b334401e161afb4a2772f07c2cd95a847fcbc77872ac7014:0"", ""576916a7de401a61b334401e161afb4a2772f07c2cd95a847fcbc77872ac7014:2""]",2,2,0,announcement_record_order,,0.0,2.948,,20160321,0,SH600145
c0484c0cd928761443d3cf9c,SH600157,20201228,20201229,20201223,unresolved,"[""e4f8819bd40594536eb21f3f0d6282b3f72d787aa8b9198e6cbad19957582827:0""]",1,1,0,,cash_div_tax,,0.78803558,,20201230,0,SH600157
83a4d9b279cff6afc472e1bb,SH600165,20151009,20151012,20150929,unresolved,"[""78f4dcb38ebca9d3444edce4fc69f8fb73f33a5c6fb25da28252d84f4365d433:0""]",1,1,0,,cash_div_tax,,1.5,,20151013,0,SH600165
4e0ab3654ae9819c31613db4,SH600179,20201204,20201207,20201201,unresolved,"[""0011d196bb556bc5182d2cb2a3ac618ca2471c7f47c4cfde9748fd8fbdd51b21:0""]",1,1,0,,cash_div_tax,,1.935,,20201208,0,SH600179
9be682340b986072a45509d7,SH600184,20150422,20150423,20150416,unresolved,"[""c88c00da2cd731a21db0a3bece04df15ec8b378c837225eb5645f729cfe9979d:8""]",1,1,0,,cash_div_tax,,1.0,,20150424,0,SH600184
31c186fb244989bb0023e4bb,SH600186,20200120,20200121,20200115,unresolved,"[""30c6a42789c525162a2491f6d341b32acd535b21c141d66e906bcfcd86498370:0""]",1,1,0,,cash_div_tax,,0.29933368,,20200122,0,SH600186
bc96750d8116948e877ed464,SH600188,20220713,20220714,20220708,unresolved,"[""b4aac5c844826b2e4941ffb8d46d3a0509480e1b765fcfd647539f707d601ce2:0"", ""b4aac5c844826b2e4941ffb8d46d3a0509480e1b765fcfd647539f707d601ce2:11""]",2,2,0,cash_div_tax,cash_div_tax,,0.0,20220714,,0,SH600188
1c9386abba900f924a9167bd,SH600188,20230714,20230717,20230710,unresolved,"[""7cc3cce5931a0594111e1b749627af4945b829ead37d063405aa1e365ee3ff24:3"", ""7cc3cce5931a0594111e1b749627af4945b829ead37d063405aa1e365ee3ff24:36""]",2,2,0,cash_div_tax|stk_div,cash_div_tax|stk_div,,,20230717,20230717,0,SH600188
09b88ce3ecf5f74b1f6a72f9,SH600201,20151013,20151014,20150930,unresolved,"[""4b0d0f8b7d99ee0f272660151a6b031e7d3e8d5b54696eacd77f8185ec9dd161:5""]",1,1,0,,cash_div_tax,,1.0,,20151015,0,SH600201
754cd62beb85b4b69d813bf6,SH600201,20170929,20171009,20170926,unresolved,"[""79e24cdeab817eb923e8c5344852ce6ccb926465d2fc54010f83618a90fb6ccc:1""]",1,1,0,,cash_div_tax,,0.4,,20171010,0,SH600201
821fcc671786ca621b9b9a27,SH600221,20211203,20211206,20211130,unresolved,"[""86472399daf2a3f6a4c131036196cfdd689eb449890fbf0113686a4b71c2fd28:0""]",1,1,0,,cash_div_tax,,1.0,,20211207,0,SH600221
ebc079a3d436d09799522eb4,SH600226,20170919,20170920,20170914,unresolved,"[""8a0d384d5e28f8a755d3719ef919efd6fd0d00634503e4ceedf2ea482151795c:1""]",1,1,0,,cash_div_tax,,0.4,,20170921,0,SH600226
e781c3b56860bfbfbcd1f0b3,SH600226,20180323,20180326,20180320,unresolved,"[""9f60aa6389c0da532e775c0257ebee11ddc8281d1a49fd0d850c8eb3b0405efc:1""]",1,1,0,,cash_div_tax,,0.3,,20180327,0,SH600226
977bb42ce4b40a1a6e623e9a,SH600297,20151113,20151116,20151110,unresolved,"[""3e173bb58fc28887a16df8696308713b749747cd03f085eceeeff9d6e9910f19:0""]",1,1,0,,cash_div_tax,,0.5,,20151117,0,SH600297
03c48c00dbcd6bde0ff79bfa,SH600306,20231225,20231226,20231220,unresolved,"[""2c6e63699deceb3d6c1b6a084c35e82ea253a88e502d1d9010ccac1966fe3f4c:3""]",1,1,0,,cash_div_tax,,0.85,,20231226,0,SH600306
2f2514ed295c0772aeadac98,SH600308,20230526,20230529,20230523,unresolved,"[""2db941e3c29fa0c19db8edb2f80a65ea323b01f7083181ee797c7d6acd3f275d:13""]",1,1,0,,cash_div_tax,,0.4,,20230529,0,SH600308
ff5c573903914914bc357b88,SH600326,20230807,20230808,20230801,unresolved,"[""db8c6c3a67408bd00eb3518582e9153f0d60beda0ef66504ea6b062f306727a2:5""]",1,1,0,,cash_div_tax,,0.3,,20230808,0,SH600326
3d0c3ee7dbd0450712bc89ed,SH600346,20150714,20150715,20150709,unresolved,"[""8d0b87983fdb6977e4b9305fc329c10d7a45a49b7992105d19e516d45e48c73c:5""]",1,1,0,,cash_div_tax,,1.3,,20150716,0,SH600346
a1b546e80377dea6adafee38,SH600353,20230518,20230519,20230515,unresolved,"[""44e1fe2f68fc19dd9b159ed9bf47a8e49984330b999fc3cab68aa7833d03a892:6""]",1,1,0,,cash_div_tax,,0.4,,20230519,0,SH600353
91de3e095c1e6a1f7732e4e2,SH600355,20150924,20150925,20150921,unresolved,"[""c9f24f2d8edda741a12651ce61b876b28ef32285ee9c1ea0ca68b9c8f01fcb15:6""]",1,1,0,,cash_div_tax,,1.0,,20150928,0,SH600355
c7b761d8131489ce7c3258c4,SH600365,20151023,20151026,20151020,unresolved,"[""3d1969dc0e59adc4d7db78cda38d4b6b8dd3b3b0b76981898e509a66da638660:0""]",1,1,0,,cash_div_tax,,1.0,,20151027,0,SH600365
afa6466a643f5ecc3be040eb,SH600399,20181226,20181227,20181221,unresolved,"[""62de509a66a1846a578cf93b1155deac1eb0db82cd7039df5b9b08c17b142aa2:0""]",1,1,0,,cash_div_tax,,0.517,,20181228,0,SH600399
84da76efeeaa2f052b1b6e15,SH600401,20150527,20150528,20150522,unresolved,"[""27e65df214d4371df2389a3b3070124fdaaedb903e292423e8da651f71380415:19""]",1,1,0,,cash_div_tax,,2.0,,20150529,0,SH600401
1eed493a88e2d429eb35c97e,SH600423,20181217,20181218,20181212,unresolved,"[""af2adf09f789480f369fb0d1e113482173ee4142c937d005aaebc04f07cdfd49:0""]",1,1,0,,cash_div_tax,,1.0,,20181219,0,SH600423
552460a235b049984eaab680,SH600448,20200610,20200611,20200605,unresolved,"[""9dc0c469131790e3af7a412a74336ce406984662f4d029071ec0e1df16fb2594:61""]",1,1,0,,cash_div_tax,,0.2,,20200612,0,SH600448
1216ad85b0e5e68897af354f,SH600468,20190627,20190628,20190624,unresolved,"[""a8b5ce9fc32edee458656116140463d488c9c89f1fb0f6edfb1beb1fb2ee6cde:10""]",1,1,0,,cash_div_tax,,0.4,,20190701,0,SH600468
807a4e91ec6ca55c47b825f6,SH600478,20150515,20150518,20150512,unresolved,"[""142b0547076493c79f4d41196e2d79bcfbf3b2db79c6b3e5390436dd14667ec2:4""]",1,1,0,,cash_div_tax,,0.8,,20150519,0,SH600478
8a04e1a21c7fedba62e8e65d,SH600478,20160527,20160530,20160524,unresolved,"[""1951e2e60a0a5cd487e42a21c0581bca3de413a094d74c43da53dabc8a6ab95c:8""]",1,1,0,,cash_div_tax,,0.5,,20160531,0,SH600478
0beb169ee45d3b3e8c2a456f,SH600480,20200715,20200716,20200710,unresolved,"[""cbf4c1f6c177d100d0778fdda1d25ab99108349e8fca748ace9311cb930efd96:67""]",1,1,0,,cash_div_tax,,0.4,,20200717,0,SH600480
41f186ad3955bcafcd705e18,SH600487,20150923,20150924,20150918,unresolved,"[""d18deba378334eee2341343c79f7c9ec9f7950bd07310f16d4ea427801fd0f12:6""]",1,1,0,,cash_div_tax,,2.0,,20150925,0,SH600487
9f0989587744fd9469c10978,SH600507,20200408,20200409,20200402,unresolved,"[""01c8ab9bb6daea6ab27415547b228ffca45955629797ae4d7d00f04f7eadb35d:0""]",1,1,0,,cash_div_tax,,0.49,,20200410,0,SH600507
744ccfdfe894808d3cfd6e4a,SH600515,20211221,20211222,20211216,unresolved,"[""41ffef3dcff00f345540f9d5e52a13e8468f111ba77218360ebb38bb228c5bfd:3""]",1,1,0,,cash_div_tax,,1.92387,,20211223,0,SH600515
9251dc42448efdfa843b1009,SH600516,20190627,20190628,20190624,unresolved,"[""a8b5ce9fc32edee458656116140463d488c9c89f1fb0f6edfb1beb1fb2ee6cde:16""]",1,1,0,,cash_div_tax,,0.49,,20190701,0,SH600516
7fdd8355b7ae4b5a7c39d21d,SH600516,20200603,20200604,20200528,unresolved,"[""373bfc6f9cc6ce4295b6eae48624fc7b6d20584e2aefcf1622ef87317052beef:24""]",1,1,0,,cash_div_tax,,0.4,,20200605,0,SH600516
