check_name,status,observed_value,required_value,severity,reason
canary_gate_passed,pass,pass,pass_or_not_required,critical,
outer_split_count,pass,3,3,critical,
factor_count_per_outer,pass,"[669, 669, 669]",669,critical,
inner_window_count_per_outer,pass,"[3, 3, 3]",3,critical,
fdr_join_missing,pass,0,0,critical,
fdr_join_extra,pass,0,0,critical,
fdr_q_value_mismatch,pass,0,0,critical,
fdr_output_hash_bound,pass,b607d4aecd294a3f924668c1f106e7257599519c98358e08a59fd92712b47a8b,b607d4aecd294a3f924668c1f106e7257599519c98358e08a59fd92712b47a8b,critical,
fdr_bootstrap_method_frozen,pass,gap_aware_moving_block,gap_aware_moving_block,critical,
internally_recomputed_fdr,pass,False,False,critical,
inner_test_date_in_projection_count,pass,0,0,critical,
test_metrics_used_in_selection,pass,False,False,critical,
selection_schema_has_no_test_fields,pass,[],[],critical,
all_selected_factors_have_fdr_result,pass,0,0,critical,
