system,factor,horizon,quantile_count,bottom_quantile_return,top_quantile_return,top_bottom_spread,quantile_monotonicity_spearman,source_file
alphalens_reloaded,alpha158_BETA10,10D,5,0.0003461207344597,-0.0035328981774667,-0.0038790189119263995,0.0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_BETA10/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_BETA10,20D,5,-0.00054413280633,-0.0057555168129953,-0.0052113840066653,-0.09999999999999999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_BETA10/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_BETA20,10D,5,-4.111023528057984e-05,-0.0036817714188662,-0.00364066118358562,0.0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_BETA20/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_BETA20,20D,5,0.0009490830961803,-0.0074363959426789,-0.0083854790388592,-0.7,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_BETA20/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_BETA30,10D,5,0.0013435908865524,-0.004061748922607,-0.0054053398091593995,-0.9999999999999999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_BETA30/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_BETA30,20D,5,0.0033826538866997,-0.0087533503588007,-0.0121360042455004,-0.9999999999999999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_BETA30/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_BETA5,10D,5,0.0005676377674765,-0.0033066439953738,-0.0038742817628503,-0.09999999999999999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_BETA5/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_BETA5,20D,5,-0.0013262867647682,-0.0054590058534713,-0.0041327190887031,0.0,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_001/alphalens_reloaded/alpha158_BETA5/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_BETA60,10D,5,0.0024675184880428,-0.0058978586135012,-0.008365377101544,-0.9999999999999999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_BETA60/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_BETA60,20D,5,0.0031180361810643,-0.0116433537229433,-0.0147613899040076,-0.9999999999999999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_002/alphalens_reloaded/alpha158_BETA60/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD10,10D,5,0.0001673004995664,-0.0013710915096307,-0.0015383920091970999,-0.7,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTD10/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD10,20D,5,-0.0010569057677575,-0.0008431878236834,0.00021371794407410002,0.19999999999999998,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTD10/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD20,10D,5,-4.752586472163121e-06,-0.0003610834430304,-0.0003563308565582369,-0.19999999999999998,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD20/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD20,20D,5,-0.0002700033761574,-0.002150030657303,-0.0018800272811456001,-0.8999999999999998,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD20/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD30,10D,5,0.0007012708964525,-0.0018453035108792,-0.0025465744073317,-0.7,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD30/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD30,20D,5,0.0017546651638452,-0.0054643550014558,-0.007219020165301,-0.8999999999999998,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD30/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD5,10D,5,0.0005130358026377,0.0003982336996208,-0.00011480210301690003,-0.39999999999999997,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTD5/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD5,20D,5,-0.0009419789360238,0.0025980708778007,0.0035400498138245,0.39999999999999997,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTD5/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD60,10D,5,0.0016000943941843,-0.0030153921777601,-0.0046154865719444,-0.9999999999999999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD60/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTD60,20D,5,0.0022411936550059,-0.0068470465503346,-0.009088240205340499,-0.9999999999999999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_010/alphalens_reloaded/alpha158_CNTD60/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTN10,10D,5,-0.0001754087878464,-0.0014304421116181,-0.0012550333237717,-0.7,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN10/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTN10,20D,5,-0.0007167639377365,-0.0051279700660066,-0.0044112061282701,-0.8999999999999998,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN10/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTN20,10D,5,0.0001535781311733,-0.0006094018695625,-0.0007629800007358,-0.3,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN20/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTN20,20D,5,-0.0010866467687352,-0.0008772105004283,0.00020943626830689994,0.7999999999999999,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN20/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTN30,10D,5,-0.0004231430568516,0.0008493137008698,0.0012724567577213999,0.7,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN30/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTN30,20D,5,-0.0025513989807819,0.0021140389862595,0.0046654379670414,0.8999999999999998,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN30/mean_return_by_quantile.csv
alphalens_reloaded,alpha158_CNTN5,10D,5,-0.0002867438046546,0.0015288231545127,0.0018155669591673,0.7,E:/qlib_prj/qlib_baseline/outputs/factor_evaluation_batch_v1/alpha158_remaining138/runs/batch_009/alphalens_reloaded/alpha158_CNTN5/mean_return_by_quantile.csv
