factor,mean_spearman_liquidity_value,liquidity_value_date_count,mean_spearman_liquidity_bucket,liquidity_bucket_date_count,mean_spearman_tradability_score,tradability_score_date_count,high_liquidity_z_mean,low_liquidity_z_mean,high_minus_low_liquidity_z,max_abs_tradability_exposure
kunquant_alpha101_alpha083,-0.7841041787512721,40,-0.7615898711285003,40,-0.6288285063898572,40,-0.3568596141392871,0.4719120471728789,-0.8287716613121661,0.7841041787512721
ta_volatility_atr,0.7212235407733305,40,0.6979490376865211,40,0.5255808343678027,40,0.3706384478934162,-0.4505814586422108,0.821219906535627,0.7212235407733305
kunquant_alpha101_alpha042,-0.6574064483581845,40,-0.6349476787648352,40,-0.4894102685357741,40,-0.2674590924528338,0.2691460721874421,-0.5366051646402759,0.6574064483581845
kunquant_alpha101_alpha041,0.657051245669783,40,0.6345743026534894,40,0.4899182859031136,40,0.3860016427578929,-0.4630885495164237,0.8490901922743166,0.657051245669783
kunquant_alpha101_alpha005,-0.6566607656962566,40,-0.6346144732485154,40,-0.4885102059854049,40,-0.5632993204696025,0.6701080581017937,-1.2334073785713962,0.6566607656962566
ta_volatility_kch,0.6540129440959419,40,0.6315490462348186,40,0.4879206982727556,40,0.3850631630323459,-0.4608319825942759,0.8458951456266218,0.6540129440959419
ta_trend_ichimoku_conv,0.6519867510587362,40,0.6297767061288001,40,0.4873761656334012,40,0.387102412572292,-0.4634163405523794,0.8505187531246714,0.6519867510587362
ta_trend_ema_fast,0.6496700382730181,40,0.6271386409080602,40,0.4845501323448856,40,0.3888573932622218,-0.4611517816418256,0.8500091749040474,0.6496700382730181
ta_volatility_kcc,0.649432843983967,40,0.6273350654353149,40,0.4855617690708979,40,0.3855876312472768,-0.4625914131394365,0.8481790443867133,0.649432843983967
ta_volume_vwap,0.6489598818645954,40,0.6269046420554882,40,0.4853290206246087,40,0.3878686342481975,-0.4642778465024113,0.852146480750609,0.6489598818645954
ta_trend_sma_fast,0.6485699371984307,40,0.6263711565988213,40,0.4850773476781765,40,0.3855735286207236,-0.462696338621645,0.8482698672423686,0.6485699371984307
ta_volatility_kcl,0.6445468022409027,40,0.6222543010781193,40,0.4828045629158775,40,0.3885241666510451,-0.462676763731961,0.8512009303830061,0.6445468022409027
ta_momentum_kama,0.6429894689241824,40,0.6215403172463407,40,0.4825265130484023,40,0.4261644441302687,-0.4818233146963505,0.9079877588266192,0.6429894689241824
ta_trend_ichimoku_b,0.6364547255895483,40,0.6137755428101015,40,0.4772904425899177,40,0.3883998444416128,-0.4593443468314721,0.847744191273085,0.6364547255895483
kunquant_alpha101_alpha094,-0.4633807820430274,40,-0.446381037517902,40,-0.3014136168551846,40,-0.4435683686516959,0.5219294780454057,-0.9654978466971016,0.4633807820430274
kunquant_alpha101_alpha011,-0.4430383685701797,40,-0.4184373370937499,40,-0.3362480159673532,40,-0.2856772634185871,0.3651316119916824,-0.6508088754102695,0.4430383685701797
kunquant_alpha101_alpha040,-0.430242628135884,40,-0.4184287455302335,40,-0.3274673507917133,40,-0.3618945267673644,0.4897516223781352,-0.8516461491454996,0.430242628135884
ta_volatility_kcw,0.3316462322071107,40,0.3208550597829785,40,0.1805661831420619,40,0.3113983987880873,-0.319187757138249,0.6305861559263364,0.3316462322071107
kunquant_alpha101_alpha088,-0.3179931262814745,40,-0.3144659974046874,40,-0.1755201719405884,40,-0.3071106124708181,0.3257091750012838,-0.632819787472102,0.3179931262814745
